Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8
-0.2315274090554505,0.0644249462604654,0.4689812325940321,0.702743696426819,-0.6429698434843203,0.02422036126759558,0.5828839698908985,0.1326295934069372
-0.24471700206001046,-0.01341116792015462,0.546617911076044,0.9512905975376843,-0.6227873329425826,-0.08087473689019398,1.2385352022347251,0.3269370815031748
-0.22090717540526483,-0.057011677454087646,0.6217863533330048,0.986287909556223,-0.6129594200882545,-0.11176513136640738,1.58661880037205,0.28176177614787823
-0.24466361268954037,-0.0472209881368071,0.6750345220551429,0.9937040696532886,-0.6595986322550241,-0.10519165556818277,1.9394119464837294,0.4459254867971889
-0.23974752901292862,-0.06261868741304483,0.6723135390645552,1.0452479322152652,-0.7092074701115417,-0.062385810785113516,2.1039780118956464,0.392507117831169
-0.26961872164852385,-0.04044731738749742,0.739266316394733,1.0737618171513903,-0.785823405028852,-0.009115820410674463,2.3626086773420285,0.41823025973837513
-0.2768526178676102,-0.0218689983469982,0.7991277151665033,1.0634199148956047,-0.789222693803598,0.00593231130108153,2.6714696860419935,0.44828664703896914
-0.2839014896340417,-0.027704294770874653,0.9030203982422561,1.0809871565174678,-0.7462140584993673,-0.018423455555967652,3.043328882678016,0.4931399413173326
-0.2872478419263561,-0.00910388332442165,1.016055007388008,1.0649290016208786,-0.7671857936084011,0.022796250309731203,3.4936873006163256,0.5001288769295985
-0.2953535685717204,0.023831793307043797,1.0944531088860145,1.014413047100025,-0.8010827689602906,0.06096777712796904,3.645707503726793,0.6839426900606117
-0.31346648056917065,0.08696735757136452,1.1029076042594117,1.0146935295113908,-0.8919983592428611,0.11722258224417463,3.6521608425261842,0.49043535668102395
-0.2913002971939557,0.09131708678610903,1.1193588510160253,1.0098147958691623,-0.9009059124774729,0.10184929081951052,3.5733740654985993,0.5108208266949098
-0.24081756444955,0.12416316792919191,0.9565760274394001,0.8933215532383401,-0.9215732810308436,0.24556053367928343,3.1146309925812203,0.29214462614266457
-0.32233581835322445,0.17149386359279845,1.2100629413006907,0.9943362955767784,-0.9216679575057151,0.1316702931653823,3.9248782935039723,0.4690990714987645
-0.3074250094267904,0.1766916927057112,1.1551207672817685,0.9154088338144892,-0.9166307989468645,0.1642329131036558,3.922893549948918,0.43533990171784387
-0.31742875193935055,0.19836368139248756,1.3241460421958313,0.916961396698651,-0.9353871171968229,0.1469117285688797,4.075185932500164,0.4891247559258803
-0.3279206336007646,0.23807159892651922,1.2963471928630859,0.9146779318810851,-0.9073814694275009,0.13060857882908983,4.086688907806744,0.586552806681666
-0.322609827055406,0.2365407941711467,1.2748847418016822,0.8832546891933284,-0.8626579031888757,0.07025111919873564,3.564297757917276,0.6928437920251965
-0.32307049501892177,0.24749370871408224,1.3763611468222317,0.8805211805592046,-0.9107737440534391,0.11514157085837295,3.964769987947971,0.5819419987740718
-0.29685671986486256,0.24948421652815603,1.3768951631253346,0.7550746073511003,-0.9765077342018235,0.24172414411729717,4.239428050645196,0.2554811545797309
-0.3001587032112979,0.23806594079423407,1.370673223529271,0.7085945066241663,-0.9571160087415217,0.2882673452366268,4.427538024088036,0.11656794575225123
-0.2616957793317255,0.25078857731443616,1.3605373404685903,0.5146214386948665,-0.836760585206253,0.2956027751460959,4.625774338768712,0.034248994731887736
-0.29225330067753313,0.3271409878194529,1.5640328714014433,0.6429932547432029,-0.9180705292531337,0.2939814521229151,4.68588459406416,0.3223298135076106
-0.3179794114819392,0.3941653772128155,1.7588236978174494,0.6107780332169145,-0.9044744857911359,0.23991662745918332,4.979283202323088,0.4054834930702977
-0.3133155613852075,0.4038990801126823,1.825322930194578,0.5667670860870855,-0.9059142269859802,0.2567692869432168,4.891840965481633,0.31446746624268695
-0.31238203976722734,0.4513703378083009,1.8124846365163272,0.5167067513579904,-0.8747871060394105,0.2484323733137022,4.899673546042323,0.08928340962981342
-0.32180786037134285,0.5517330493267865,2.0154842173536793,0.47978114618745593,-0.8440692601557047,0.23431263113179998,4.736218973691565,0.16529387350602173
-0.3352772297492282,0.6143568476644286,2.065157395942902,0.4265974171264942,-0.8236801984499278,0.20373029481397115,4.914227126932817,0.3306354204570125
-0.31777521872239095,0.5743812627614403,2.0516946503781535,0.3423924891049405,-0.763055895802211,0.20293016866983607,4.688458372086012,0.3408670883834963
-0.32948513311159605,0.6536832035212747,2.215568692541272,0.4402791455397918,-0.8401061342140507,0.17252304099560573,5.002928506322303,0.22600182678764408
-0.3485202074365999,0.7262432732951378,2.292713755706205,0.36071942113740724,-0.8159423513412728,0.16996929814678333,5.10153355779344,0.44167725666359425
-0.3444636950207158,0.760154564463109,2.376846084529235,0.32973547153307003,-0.8020050741429114,0.14928203932483577,4.865081224159318,0.5117103888884458
-0.3599331793106181,0.8345299183386254,2.4326228164031196,0.3860949199499459,-0.8198758466754639,0.13547261706969926,4.824816964568698,0.5573355940838003
-0.3473297492230367,0.8748433665775663,2.4271514040046416,0.33381601354261253,-0.7935951251175061,0.16014119634910598,4.760498739299791,0.27529506346811966
-0.35632319086812525,0.9221940576239053,2.460972177899181,0.4013632612624872,-0.8391545643603894,0.13209756535034597,4.652237730304354,0.16108696237362985
-0.34771094380864176,0.9248649027903458,2.4757509618728397,0.33727720854261406,-0.8156337693679525,0.12842511057427186,4.805573901417605,0.4303509324739664
-0.3482637409570016,0.9703358488576892,2.3921307904439453,0.31913557284592386,-0.818647128801378,0.15299476644950358,4.582539006307037,0.5436677395504828
-0.35497718857337895,1.0663470536663706,2.4240467861074437,0.3170020215736609,-0.8163945233710195,0.1368637935922895,4.648234146240663,0.40377585042660796
-0.35394405898729026,1.1728306435531972,2.5006800671291907,0.27968370488757144,-0.7926088105637318,0.11481801303562925,4.324512486682212,0.36885921686583284
-0.3487671026862978,1.2065581679078954,2.4846547626580744,0.2568855456354855,-0.7711258464925522,0.11091836923211873,4.493877235155488,0.3504701938204153
-0.3355782043174098,1.2782177210706775,2.276325160456087,0.29201886009506595,-0.8248192990930793,0.12845015636416132,4.144783002444804,0.06877007481280473
-0.35682187071425914,1.346862772241385,2.400779818746395,0.24622739474424118,-0.7878354602001915,0.07340303719372042,4.119100285638917,0.48140937047654175
-0.349525682437558,1.3646364087681535,2.4881898051725453,0.20634944043902842,-0.7342568908216119,0.05381273788884126,4.446123861459419,0.22300896898558661
-0.32455543976928747,1.3801443847673542,2.3001553642002985,0.24737871948392187,-0.7668510000301482,0.09533918403856341,4.020760023606935,0.013341317714111012
-0.34183356410206356,1.4169158097145553,2.1928307432468825,0.2613694488017594,-0.8337733584113312,0.14327280039092927,3.664149966836054,0.09521598211811971
-0.3435130111660834,1.553693203667134,2.3510555449212123,0.161808441248176,-0.7232135894844087,0.05335307214673625,3.919713218850355,0.2013244957552089
-0.3594244586786635,1.5795188599735068,2.2031877919828498,0.23276056218395483,-0.7743270872680603,0.08043679109335512,3.6088879510806344,0.13503457561477863
-0.33904730783621895,1.5783880098189798,2.209679512405827,0.2163656683389132,-0.7471683703536035,0.07483541783694218,3.758342930238562,0.09648880457717993
-0.3186736432073426,1.5390614651854302,2.073876675510825,0.21463893455294847,-0.7363354986253389,0.07970723871198004,3.479070353233229,-0.03157373767903917
-0.3218397432108814,1.4990730440263598,2.0734579722702673,0.21823319292394242,-0.732755969474197,0.09281602132023005,3.294561075470562,-0.053244251778683055
-0.033579018683972846,0.11900116755948535,0.11841104456470138,-0.0020126626785816303,-0.015857052175824633,-0.032392272068723596,-0.019929861404138556,0.7936553713321205
-0.02453684842753735,0.09362548947235852,0.13392842995026147,0.001394894931200501,-0.009748955465381091,-0.026497837255237185,-0.02957244876405387,0.3542565809547096
-0.02359045082494135,0.06860563371469443,0.11480606235751979,0.006147265993121214,-0.011494814371833514,-0.025552207939267532,-0.016031831429149858,0.4027708049822503
-0.020737702703987063,0.0771345695694586,0.10233838178489091,0.007856930436111876,-0.012363427223507155,-0.01943049124482646,0.03399744425654412,0.20089237065509638
-0.021031380027533415,0.059960064229449855,0.10944374333686695,0.0077743820730063725,-0.0025465782710655865,-0.018259749240720706,0.030961385042740073,0.2873182099737026
-0.02853303235633065,0.10966025256784191,0.11236632272337888,-0.006334795606798756,-0.006095973806950249,-0.02340514510598148,0.030193643668230345,0.40868512914224303
-0.02511772989507508,0.07183827238414535,0.11322652280685193,-0.003263646988216879,-0.007397482723770927,-0.02462874106024977,0.046972427365030364,0.4842975483875659
-0.024150364405786044,0.04538964228884002,0.06636437734836562,-0.0031360441908024686,-0.002440513524326413,-0.02229495936601221,0.015436208890391627,0.6906672899981927
-0.023874390307702064,0.06890138859220545,0.0891725170072288,-0.0031719579116999234,-0.015330974990683345,-0.027236330095174115,0.004497941183688423,0.7788552366984111
-0.01620120741756946,0.0339216345753444,0.011947583120308181,-0.005071292474378928,-0.0040496174226899405,-0.016161990285070177,0.0033341011612275026,0.328640644920854
-0.028096739035132233,0.11692365189480973,0.10269176550053684,-0.0045376587858019166,-0.010924800964042001,-0.029825824227294705,0.002716234549172347,0.7474832438605279
-0.030971531609494354,0.12283266387702799,0.1315025541944239,-0.009740742220524606,0.012691572929269045,-0.033029795644425416,0.012546599776084195,0.5813454031932155
-0.023839686638838564,0.07751919710653334,0.06513731352268753,-0.017572530815660008,-0.0003445622958811135,-0.02101536840052761,0.009401113899740835,0.20588505422775777
-0.042693098349520134,0.21675259883530798,0.17209548856024579,-0.02456761250800046,-0.00015563119376672124,-0.0396976890253106,-0.01756823687784921,0.6070070790198733
-0.024519991525674738,0.05123300902828359,0.056906930667843546,-0.005968288222080698,-0.009094215850142208,-0.02419173417750383,0.03528451159140774,0.7643723620995346
-0.022644560044867288,0.1287267856561718,0.08144660737869018,-0.017122500812078213,-0.004204971084482739,-0.029672304375598094,-0.01052159750768762,0.8298969513342553
-0.026879363513933795,0.11775470144996664,0.1181274778626048,-0.015392871816991666,-0.012658532066575408,-0.031225944151249626,0.004099757430795324,0.6932210469759659
-0.028004998217825445,0.08593891909971652,0.10119051384895121,-0.01288636427459361,-0.01918298076381046,-0.029405420302148714,0.005037138774720606,1.1924526658782209
-0.035911128310339074,0.2356309016642133,0.2192449223732888,-0.029404236219270786,-0.012490378080841793,-0.039096059212527554,-0.03404892294224456,0.6189275183287936
-0.014240077847816588,0.05345455109192405,0.05933576714285807,-0.01557124341516642,0.008602240236124492,-0.017199718429873025,-0.002006806558448948,0.4294875765392776
-0.02634777228258755,0.19087092296496233,0.14886042253176365,-0.013481020725566244,-0.020282031367034457,-0.03117633727868617,-0.003870049270480266,0.5465670189418131
-0.02065354523791518,0.13972450281491744,0.08433768481325021,-0.030677584449025665,-0.023267669176812684,-0.029052041069427225,0.003940244131719915,0.7616324346373157
-0.02375280049385716,0.18802189182286827,0.12465655400512426,-0.037246174764535275,-0.01860577600915913,-0.03347014780111655,-0.01442350793360909,0.8953302706217073
-0.03554966882207309,0.2474269192979154,0.15284514939447003,-0.03821137757931838,-0.007596032472301755,-0.0403507631055183,-0.0119492428081686,0.6486523193388792
-0.02568404659400677,0.11653293506006733,0.07060540405862821,-0.031944214651334624,-0.02499626791555106,-0.02648685699422744,0.057514084637116075,1.4143041648828847
-0.02715535545589442,0.16036047586165747,0.13489462261276206,-0.03709817465258636,-0.023517560167588516,-0.0318073629376156,0.10322470565537681,0.9578467269923104
-0.026569541001312383,0.0520125485304023,0.06771103327643282,-0.028367453406822604,-0.02584128830596469,-0.027348224049445084,0.11996017961269508,1.7035293992681364
-0.03160257895784384,-0.007122859442754815,0.10402987307228286,-0.02982601847483142,-0.029015529624358168,-0.031442022177562645,0.06639314234631422,2.275704416701352
-0.036131641003930175,0.013092253151053274,0.14156078547793638,-0.037225731501763185,-0.032958361145447417,-0.0356873859425531,0.08202710401031593,2.2712473259091377
-0.03859858862902834,0.20060745114876122,0.15578561642824293,-0.03435875092767324,-0.006914033188174885,-0.040885973765763466,0.03303838850639136,1.0934242895619104
-0.03526921847194549,-0.004575862586044196,0.14455170256704017,-0.0359480751933157,-0.037303374744547105,-0.034293673883790475,0.06920727811953531,2.1754772468079353
-0.038879298439856956,-0.004716900195031527,0.17431312168087562,-0.03749873716767459,-0.039190539288710066,-0.03823689401536862,0.09445553857010863,2.6301933268608235
-0.04327466443602289,0.018035110712844412,0.20406873153033228,-0.04102583720970909,-0.045541759687491926,-0.04096773449128503,0.10492885103968018,2.595181302358496
-0.045999606063535384,0.011065188135864868,0.20508782684663707,-0.042462859946541254,-0.04565987699624638,-0.04379664120324166,0.08586773593028321,2.7343651601018846
-0.04936268739687896,0.015961276073594984,0.24102969912577382,-0.0445857349428896,-0.049407537526179296,-0.04667756910407923,0.13479329359008022,3.002770566301965
-0.054699776712647884,0.0205572489948675,0.3090754833621475,-0.049094634556027784,-0.05182466718583506,-0.05383271997372658,0.1466870449190158,3.4338595948262265
-0.05860906118079121,0.05365983274583255,0.3443120561688787,-0.05177695932936694,-0.061679332901979834,-0.05965133494297675,0.21309431644158774,3.5061622590052073
-0.05905888752563621,0.06690152078751296,0.3312972324446814,-0.04968243374335667,-0.06092237013033179,-0.060410989382227435,0.18709691237970688,3.7694234306426115
-0.06232950306106241,0.08842709938537087,0.32887620371871384,-0.05473030415535809,-0.06403675617230459,-0.0631900953729465,0.1977469970236542,4.113421456799963
-0.06449011306278311,0.12468877411985582,0.3326827851483202,-0.054805070579757004,-0.06807586632232665,-0.06682999664817518,0.18814160928879475,3.945398391406263
-0.07235722361466033,0.181874521814129,0.34064975670181835,-0.05491755503986873,-0.07190889657829261,-0.07295599864223734,0.13522710271060767,4.153468525711905
-0.0784639433416156,0.20134247761125712,0.3956429683103308,-0.05366434232355794,-0.08172443771499005,-0.077465407200319,0.1515579031250458,4.332497569741355
-0.07958106285703409,0.22436411999725137,0.36132605046994215,-0.05176591066924392,-0.08303952013436466,-0.07821937583389305,0.09831252963524328,3.9548299702877174
-0.0805468704818878,0.23966988071229667,0.35784834796859893,-0.04441935446087587,-0.08403172879647113,-0.07556802573170701,0.10271234346416667,3.7248842556621704
-0.08563654161923563,0.29433695474452964,0.38868424564579923,-0.03788070082676252,-0.09509236190740848,-0.07741156276927952,0.1159961785118444,3.3229371095452827
-0.08457842512064083,0.2854989527690027,0.3483319379098784,-0.03563531238227746,-0.09075664166947606,-0.07633302628744967,0.07066806031391554,3.4711853148775913
-0.07967182480538573,0.28338467137168866,0.3391035807512222,-0.03267383097817986,-0.09310667981226926,-0.07443715060319525,0.061826737858762415,3.303304552709915
-0.07297063709747126,0.25720719182527435,0.27362220459622016,-0.03008930436256224,-0.07452624552055638,-0.06782784061228497,0.027977740276570497,2.8823416719111177
-0.06813128866810282,0.25000820694512416,0.26134465451593547,-0.03276047944489904,-0.0801879115279887,-0.06553887015951891,0.00799079079257738,2.9189957303717957
-0.06852890877808289,0.2514509782029019,0.26136890960732817,-0.028178761705952928,-0.08456740016986042,-0.06674798959668925,0.027454527140902348,2.4861446751316
